ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
A-72,"disodium 7-{[4-chloro-6-(dodecylamino)-1,3,5-triazin-2-yl]amino}-4-hydroxy-3-(2-{4-[2-(4-sulfonatophenyl)diazen-1-yl]phenyl}diazen-1-yl)naphthalene-2-sulfonate","InChI=1S/C37H42ClN9O7S2.2Na/c1-2-3-4-5-6-7-8-9-10-11-22-39-36-41-35(38)42-37(43-36)40-29-18-21-31-25(23-29)24-32(56(52,53)54)33(34(31)48)47-46-27-14-12-26(13-15-27)44-45-28-16-19-30(20-17-28)55(49,50)51;;/h12-21,23-24,48H,2-11,22H2,1H3,(H,49,50,51)(H,52,53,54)(H2,39,40,41,42,43);;/q;2*+1/p-2",VDKPMRJPMMEELL-UHFFFAOYSA-L,[Na+].[Na+].CCCCCCCCCCCCNc1nc(Cl)nc(Nc2ccc3c(O)c(N=Nc4ccc(cc4)N=Nc5ccc(cc5)[S]([O-])(=O)=O)c(cc3c2)[S]([O-])(=O)=O)n1,-3.358911212,0,1,G1,868.35,4.1072,211.2286,58,16,3,21,20,296,5,0,0,5,246.8,386.4974509,4.50E-06,2411.468973
A-73,S-ethyl dipropylthiocarbamate,"InChI=1S/C9H19NOS/c1-4-7-10(8-5-2)9(11)12-6-3/h4-8H2,1-3H3",GUVLYNGULCJVDO-UHFFFAOYSA-N,CCCN(CCC)C(=O)SCC,-2.703174404,0.018736413,2,G3,189.324,2.9815,55.683,12,2,0,3,5,72,0,0,0,0,20.31,79.70325374,3.810794755,121.6969429
A-74,2-[({4-[(oxiran-2-ylmethoxy)methyl]cyclohexyl}methoxy)methyl]oxirane,"InChI=1S/C14H24O4/c1-2-12(6-16-8-14-10-18-14)4-3-11(1)5-15-7-13-9-17-13/h11-14H,1-10H2",VQMQXWYQIIUJIT-UHFFFAOYSA-N,C1CC(CCC1COCC2CO2)COCC3CO3,-1.835797234,0,1,G1,256.342,1.6236,66.566,18,4,0,4,8,104,0,3,3,3,43.52,108.920186,1.206721687,216.1785465
A-75,"1-hydroxy-4-methyl-6-(2,4,4-trimethylpentyl)pyridin-2(1H)-one - 2-aminoethanol (1:1)","InChI=1S/C14H23NO2.C2H7NO/c1-10-6-12(15(17)13(16)8-10)7-11(2)9-14(3,4)5;3-1-2-4/h6,8,11,17H,7,9H2,1-5H3;4H,1-3H2",BTSZTGGZJQFALU-UHFFFAOYSA-N,CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C.NCCO,-3.905464204,0.495711917,5,G5,298.427,1.94622,85.7037,21,5,3,5,4,122,1,0,0,1,88.48,126.9251358,8.85E-07,473.3909248
A-76,pentacalcium hydroxide triphosphate,"InChI=1S/5Ca.3H3O4P.H2O/c;;;;;3*1-5(2,3)4;/h;;;;;3*(H3,1,2,3,4);1H2/q5*+2;;;;/p-10",XYJRXVWERLGGKC-UHFFFAOYSA-D,[OH-].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-4.141900896,1.043888311,2,G2,502.307,-10.5546,53.5253,21,13,0,21,0,104,0,0,0,0,288.75,268.2425004,-1.29E-08,213.8389948
A-77,"6H-dibenzo[c,e][1,2]oxaphosphinine 6-oxide",InChI=1S/C12H8O2P/c13-15-12-8-4-2-6-10(12)9-5-1-3-7-11(9)14-15/h1-8H/q+1,DWSWCPPGLRSPIT-UHFFFAOYSA-N,O=[P+]1Oc2ccccc2c3ccccc13,-1.779623135,0,1,G1,215.168,4.3284,61.3265,15,2,0,3,0,72,3,0,0,3,30.21,86.97796987,2.702246345,700.3760069
A-79,ethenyl benzoate,"InChI=1S/C9H8O2/c1-2-11-9(10)8-6-4-3-5-7-8/h2-7H,1H2",KOZCZZVUFDCZGG-UHFFFAOYSA-N,C=COC(=O)c1ccccc1,-2.622959195,0,1,G1,148.161,1.9869,42.0545,11,2,0,2,2,56,1,0,0,1,26.3,65.11169376,2.766605169,251.5250601
A-80,methyl 4-tert-butylbenzoate,"InChI=1S/C12H16O2/c1-12(2,3)10-7-5-9(6-8-10)11(13)14-4/h5-8H,1-4H3",UPIJOAFHOIWPLT-UHFFFAOYSA-N,COC(=O)c1ccc(cc1)C(C)(C)C,-3.739816376,0,1,G1,192.258,2.7707,56.4815,14,2,0,2,1,76,1,0,0,1,26.3,84.89612314,2.949984042,317.1701203
A-81,"2,2-dimethyl-3-(3-methylphenyl)propan-1-ol","InChI=1S/C12H18O/c1-10-5-4-6-11(7-10)8-12(2,3)9-13/h4-7,13H,8-9H2,1-3H3",FYMOBFDUZIDKMI-UHFFFAOYSA-N,Cc1cccc(CC(C)(C)CO)c1,-2.826535469,0,1,G1,178.275,2.55602,55.7498,13,1,1,1,3,72,1,0,0,1,20.23,80.41528956,2.743151502,276.2078951
A-83,"(2E)-3,7-dimethylocta-2,6-dien-1-yl acetate","InChI=1S/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8-",HIGQPQRQIQDZMP-FLIBITNWSA-N,CC(=O)OC\C=C(C)/CCC=C(C)C,-3.754953216,0,1,G1,196.29,3.2422,59.055,14,2,0,2,5,80,0,0,0,0,26.3,86.64947555,3.670448527,232.7062842
A-86,"2-{6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl}ethan-1-ol","InChI=1S/C11H18O/c1-11(2)9-4-3-8(5-6-12)10(11)7-9/h3,9-10,12H,4-7H2,1-2H3/t9-,10-/m0/s1",ROKSAUSPJGWCSM-UWVGGRQHSA-N,CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2,-2.695999804,0,1,G1,166.264,2.3612,49.7808,12,1,1,1,2,68,0,1,3,3,20.23,74.48164058,2.12734383,215.0440022
A-89,"3,3,5-trimethylcyclohexanone","InChI=1S/C9H16O/c1-7-4-8(10)6-9(2,3)5-7/h7H,4-6H2,1-3H3",POSWICCRDBKBMH-UHFFFAOYSA-N,CC1CC(=O)CC(C)(C)C1,-1.647141463,0,1,G1,140.226,2.4017,41.803,10,1,0,1,0,58,0,1,1,1,17.07,62.81447889,2.594656162,146.807256
A-91,2-(2-phenylphenoxy)ethyl prop-2-enoate,"InChI=1S/C17H16O3/c1-2-17(18)20-13-12-19-16-11-7-6-10-15(16)14-8-4-3-5-9-14/h2-11H,1,12-13H2",VAZQKPWSBFZARZ-UHFFFAOYSA-N,C=CC(=O)OCCOc1ccccc1c2ccccc2,-3.951518842,0,1,G1,268.312,3.4616,78.529,20,3,0,3,6,102,2,0,0,2,35.53,118.0122174,2.01827716,575.7988048
A-94,"3-[(3-sulfanylpropanoyl)oxy]-2,2-bis({[(3-sulfanylpropanoyl)oxy]methyl})propyl 3-sulfanylpropanoate","InChI=1S/C17H28O8S4/c18-13(1-5-26)22-9-17(10-23-14(19)2-6-27,11-24-15(20)3-7-28)12-25-16(21)4-8-29/h26-29H,1-12H2",JOBBTVPTPXRUBP-UHFFFAOYSA-N,SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.123168748,0.018244536,3,G5,488.671,1.4252,120.149,29,12,4,12,16,168,0,0,0,0,105.2,192.2988608,5.354117665,436.0525055
A-100,"4-[2-(4-hydroxy-3,5-dimethylphenyl)propan-2-yl]-2,6-dimethylphenol","InChI=1S/C19H24O2/c1-11-7-15(8-12(2)17(11)20)19(5,6)16-9-13(3)18(21)14(4)10-16/h7-10,20-21H,1-6H3",ODJUOZPKKHIEOZ-UHFFFAOYSA-N,Cc1cc(cc(C)c1O)C(C)(C)c2cc(C)c(O)c(C)c2,-4.952868803,0,1,G1,284.399,4.65738,87.2896,21,2,2,2,2,112,2,0,0,2,40.46,126.6315596,2.614907029,591.197921
A-101,"1,3-bis(octadecanoyloxy)propan-2-yl octadecanoate","InChI=1S/C57H110O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h54H,4-53H2,1-3H3",DCXXMTOCNZCJGO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,-5.47300058,0,1,G1,891.501,18.7691,270.436,63,6,0,6,53,374,0,0,0,0,78.9,393.0012114,4.296169818,885.5832275
A-106,"ethyl 3,5,5-trimethylhexanoate","InChI=1S/C11H22O2/c1-6-13-10(12)7-9(2)8-11(3,4)5/h9H,6-8H2,1-5H3",NMZMQQBBZRGLPJ-UHFFFAOYSA-N,CCOC(=O)CC(C)CC(C)(C)C,-3.823043168,0.025392856,3,G5,186.295,3.0119,54.486,13,2,0,2,4,78,0,0,0,0,26.3,81.6637395,3.74027542,155.963439
A-109,calcium oxosilanebis(olate),InChI=1S/Ca.O3Si/c;1-4(2)3/q+2;-2,OYACROKNLOSFPA-UHFFFAOYSA-N,[Ca++].[O-][Si]([O-])=O,-2.650086994,0.686790331,2,G2,116.161,-3.2584,12.1945,5,3,0,5,0,24,0,0,0,0,63.19,60.52965303,0,29.87430298
A-111,5-Ethyl-2-methylpyridine,"InChI=1S/C8H11N/c1-3-8-5-4-7(2)9-6-8/h4-6H,3H2,1-2H3",NTSLROIKFLNUIJ-UHFFFAOYSA-N,CCc1ccc(C)nc1,-1.004260454,0,1,G1,121.183,1.95242,38.352,9,1,0,1,1,48,1,0,0,1,12.89,55.74587744,2.881555878,176.264053
A-113,"(1R,2S,5R)-5-methyl-2-(propan-2-yl)cyclohexyl (2S)-2-hydroxypropanoate","InChI=1S/C13H24O3/c1-8(2)11-6-5-9(3)7-12(11)16-13(15)10(4)14/h8-12,14H,5-7H2,1-4H3/t9-,10+,11+,12-/m1/s1",UJNOLBSYLSYIBM-NOOOWODRSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,-2.979987205,0,1,G1,228.332,2.3712,62.9038,16,3,1,3,3,94,0,1,1,1,46.53,98.18202633,2.607345789,235.3322057
A-114,Prednisolone,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-16,18,22,24,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",OIGNJSKKLXVSLS-VWUMJDOOSA-N,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-3.178447129,0.015046519,2,G3,360.45,1.5576,95.0484,26,5,3,5,2,142,0,3,4,4,94.83,153.3413081,1.747281448,723.9130815
A-115,"disodium 5-methyl-2-({4-[(4-methyl-2-sulfonatophenyl)amino]-9,10-dioxo-9,10-dihydroanthracen-1-yl}amino)benzene-1-sulfonate","InChI=1S/C28H22N2O8S2.2Na/c1-15-7-9-19(23(13-15)39(33,34)35)29-21-11-12-22(30-20-10-8-16(2)14-24(20)40(36,37)38)26-25(21)27(31)17-5-3-4-6-18(17)28(26)32;;/h3-14,29-30H,1-2H3,(H,33,34,35)(H,36,37,38);;/q;2*+1/p-2",FPAYXBWMYIMERV-UHFFFAOYSA-L,[Na+].[Na+].Cc1ccc(Nc2ccc(Nc3ccc(C)cc3[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)c(c1)[S]([O-])(=O)=O,-1.427031257,0,1,G1,622.588,-1.61776,144.5988,42,10,2,14,6,204,4,0,1,5,172.6,286.5634629,2.42E-06,1836.595334
A-116,dialuminium(3+) ion dimolybdenum nonaoxidandiide,InChI=1S/2Al.2Mo.9O/q2*+3;;;9*-2,CTVFHFFURJHNAT-UHFFFAOYSA-N,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Mo].[Mo],-4.229152992,0,1,G1,389.835,-1.8358,17.6865,13,0,0,13,0,84,0,0,0,0,256.5,125.2184608,0,15.57639132
A-117,2-phenoxyethyl 2-methylprop-2-enoate,"InChI=1S/C12H14O3/c1-10(2)12(13)15-9-8-14-11-6-4-3-5-7-11/h3-7H,1,8-9H2,2H3",CEXQWAAGPPNOQF-UHFFFAOYSA-N,CC(=C)C(=O)OCCOc1ccccc1,-2.95264717,0,1,G1,206.241,2.1847,57.71,15,3,0,3,5,80,1,0,0,1,35.53,89.32006533,2.177249866,329.9802853
A-118,"5-{[2-(2-butoxyethoxy)ethoxy]methyl}-6-propyl-2H-1,3-benzodioxole","InChI=1S/C19H30O5/c1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18(23-15-24-19)12-16(17)6-4-2/h12-13H,3-11,14-15H2,1-2H3",FIPWRIJSWJWJAI-UHFFFAOYSA-N,CCCCOCCOCCOCc1cc2OCOc2cc1CCC,-4.151088918,0.129092083,3,G5,338.444,3.7177,92.762,24,5,0,5,13,136,1,0,1,2,46.15,144.7375456,1.63217421,475.0701059
A-119,fluoromethane,InChI=1S/CH3F/c1-2/h1H3,NBVXSUQYWXRMNV-UHFFFAOYSA-N,CF,-0.175874376,0,1,G1,34.033,0.5857,7.032,2,0,0,1,0,14,0,0,0,0,0,12.90478643,1,2
A-122,(2-phenoxyethoxy)benzene,"InChI=1S/C14H14O2/c1-3-7-13(8-4-1)15-11-12-16-14-9-5-2-6-10-14/h1-10H,11-12H2",XCSGHNKDXGYELG-UHFFFAOYSA-N,C(COc1ccccc1)Oc2ccccc2,-3.988526528,0,1,G1,214.264,3.1444,63.874,16,2,0,2,5,82,2,0,0,2,18.46,95.44547201,1.698217471,356.0952226
A-123,"4-[(4-amino-2-chloro-3,5-diethylphenyl)methyl]-3-chloro-2,6-diethylaniline","InChI=1S/C21H28Cl2N2/c1-5-12-9-14(18(22)16(7-3)20(12)24)11-15-10-13(6-2)21(25)17(8-4)19(15)23/h9-10H,5-8,11,24-25H2,1-4H3",VIOMIGLBMQVNLY-UHFFFAOYSA-N,CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N,-7.278038713,0,1,G1,379.375,5.9982,112.0468,25,2,2,4,6,136,2,0,0,2,52.04,161.0592902,2.605266323,716.9411215
A-124,"sodium 1-amino-9,10-dioxo-4-({2,4,6-trimethyl-3-[(phenylformamido)methyl]phenyl}amino)-9,10-dihydroanthracene-2-sulfonate","InChI=1S/C31H27N3O6S.Na/c1-16-13-17(2)28(18(3)22(16)15-33-31(37)19-9-5-4-6-10-19)34-23-14-24(41(38,39)40)27(32)26-25(23)29(35)20-11-7-8-12-21(20)30(26)36;/h4-14,34H,15,32H2,1-3H3,(H,33,37)(H,38,39,40);/q;+1/p-1",OFHDOLUPOLKDSG-UHFFFAOYSA-M,[Na+].Cc1cc(C)c(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c(C)c1CNC(=O)c5ccccc5,-1.439605121,0,1,G1,591.621,1.55116,153.6725,42,8,3,11,6,208,4,0,1,5,158.49,265.1176664,4.05E-06,1889.081184
A-125,2-propylpentanoic acid,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(O)=O,-1.857977427,0,1,G1,144.214,2.2874,40.9418,10,1,1,2,5,60,0,0,0,0,37.3,62.24960168,3.609578053,93.43071362
A-127,zinc di(benzothiazol-2-yl) disulphide,"InChI=1S/2C7H5NS2.Zn/c2*9-7-8-5-3-1-2-4-6(5)10-7;/h2*1-4H,(H,8,9);/q;;+2/p-2",PGNWIWKMXVDXHP-UHFFFAOYSA-L,[Zn++].[S-]c1sc2ccccc2n1.[S-]c3sc4ccccc4n3,-4.285895804,0,1,G1,397.89,4.4017,90.502,21,6,0,7,0,100,4,0,0,4,25.78,153.7711414,1.47E-07,718.0672908
A-128,2-(2-{[2-(oxiran-2-ylmethoxy)phenyl]methyl}phenoxymethyl)oxirane; 2-(2-{[4-(oxiran-2-ylmethoxy)phenyl]methyl}phenoxymethyl)oxirane; 2-(4-{[4-(oxiran-2-ylmethoxy)phenyl]methyl}phenoxymethyl)oxirane,"InChI=1S/C6H6O.C3H5ClO.CH2O/c7-6-4-2-1-3-5-6;4-1-3-2-5-3;1-2/h1-5,7H;3H,1-2H2;1H2",IRJIVOLJTYKLEH-UHFFFAOYSA-N,Oc1ccccc1.ClCC2CO2.C=O,-4.034756761,0,1,G1,216.664,1.8313,55.6878,14,3,1,4,1,78,1,1,1,2,49.83,88.26957004,2.13E-07,224.068537
A-129,"3-[(2E)-oct-2-en-1-yl]oxolane-2,5-dione; 3-[(2Z)-oct-2-en-1-yl]oxolane-2,5-dione","InChI=1S/C12H18O3/c1-2-3-4-5-6-7-8-10-9-11(13)15-12(10)14/h7-8,10H,2-6,9H2,1H3/b8-7+",FLISWPFVWWWNNP-BQYQJAHWSA-N,CCCCCC/C=C/C1CC(=O)OC1=O,-4.021753515,0,1,G1,210.273,2.6027,57.105,15,3,0,3,6,84,0,1,1,1,43.37,90.49476953,2.148614906,255.5928465
A-134,2-(chloromethyl)oxirane; 4-[2-(4-hydroxyphenyl)propan-2-yl]phenol; 2-methylprop-2-enoic acid,"InChI=1S/C15H16O2.C4H6O2.C3H5ClO/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12;1-3(2)4(5)6;4-1-3-2-5-3/h3-10,16-17H,1-2H3;1H2,2H3,(H,5,6);3H,1-2H2",HXMNCTCIJUKTBN-UHFFFAOYSA-N,CC(=C)C(O)=O.CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.ClCC3CO3,-5.229282852,0,1,G1,406.906,4.6948,111.2514,28,4,3,6,4,152,2,1,1,3,90.29,170.4151814,2.91E-07,703.019051
A-135,"(1S,5S)-2,6,6-trimethylbicyclo[3.1.1]hept-2-ene","InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3/t8-,9-/m0/s1",GRWFGVWFFZKLTI-IUCAKERBSA-N,CC1=CC[C@H]2C[C@@H]1C2(C)C,-4.772570424,0.0731444,3,G5,136.238,2.9987,43.752,10,0,0,0,0,56,0,1,3,3,0,63.32246472,2.29662658,186.2149912
A-139,trimethyl[(trimethylsilyl)oxy]silane,"InChI=1S/C6H18OSi2/c1-8(2,3)7-9(4,5)6/h1-6H3",UQEAIHBTYFGYIE-UHFFFAOYSA-N,C[Si](C)(C)O[Si](C)(C)C,-4.909505216,0.166247392,2,G3,162.381,2.6728,47.777,9,1,0,3,2,56,0,0,0,0,9.23,60.68613838,3.746417931,76.21143267
A-140,"2,3,3,3-tetrafluoroprop-1-ene","InChI=1S/C3H2F4/c1-2(4)3(5,6)7/h1H2",FXRLMCRCYDHQFW-UHFFFAOYSA-N,FC(=C)C(F)(F)F,-2.759957367,0,1,G1,114.041,2.0319,16.303,7,0,0,4,0,42,0,0,0,0,0,37.44167384,3.791118417,79.42592197
A-141,2H-chromen-2-one,InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,O=C1Oc2ccccc2C=C1,-1.886030361,0.640507101,3,G4,146.145,1.793,42.484,11,2,0,2,0,54,2,0,0,2,30.21,63.07940658,2.935350798,428.5108209
A-142,1-methyl-4-(prop-1-en-2-yl)cyclohex-1-ene,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3",XMGQYMWWDOXHJM-UHFFFAOYSA-N,CC(=C)C1CCC(=CC1)C,-3.84649653,0.730589006,9,G4,136.238,3.3089,45.912,10,0,0,0,1,56,0,0,1,1,0,63.63869284,2.495412227,162.8771238
A-143,"hydrogen [4-[[4-(diethylamino)-o-tolyl][4-[ethyl(3-sulphonatobenzyl)amino]phenyl]methylene]cyclohexa-2,5-dien-1-ylidene](ethyl)(3-sulphonatobenzyl)ammonium, sodium salt","InChI=1S/C42H47N3O6S2.Na/c1-6-43(7-2)38-24-25-41(31(5)26-38)42(34-16-20-36(21-17-34)44(8-3)29-32-12-10-14-39(27-32)52(46,47)48)35-18-22-37(23-19-35)45(9-4)30-33-13-11-15-40(28-33)53(49,50)51;/h10-28H,6-9,29-30H2,1-5H3,(H-,46,47,48,49,50,51);/q;+1/p-1",IXNUVCLIRYUKFB-UHFFFAOYSA-M,[Na+].CCN(CC)c1ccc([C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O)c(C)c1,-0.62297793,0,1,G1,775.969,4.72561,210.4314,54,9,0,12,16,278,5,0,0,5,124.12,342.989258,6.50E-06,2098.802645
A-144,tungsten(4+) ion disulfanediide,InChI=1S/2S.W,ITRNXVSDJBHYNJ-UHFFFAOYSA-N,S=[W]=S,-4.139133643,0,1,G1,247.974,1.2939,15.182,3,2,0,3,0,18,0,0,0,0,0,34.65223128,3.265986324,23.77443751
A-145,disodium 5-[(E)-2-(5-hydroxy-3-methyl-1-phenyl-1H-pyrazol-4-yl)diazen-1-yl]-2-{4-[(E)-2-(5-hydroxy-3-methyl-1-phenyl-1H-pyrazol-4-yl)diazen-1-yl]-2-sulfonatophenyl}benzene-1-sulfonate,"InChI=1S/C32H26N8O8S2.2Na/c1-19-29(31(41)39(37-19)23-9-5-3-6-10-23)35-33-21-13-15-25(27(17-21)49(43,44)45)26-16-14-22(18-28(26)50(46,47)48)34-36-30-20(2)38-40(32(30)42)24-11-7-4-8-12-24;;/h3-18,29-30H,1-2H3,(H,43,44,45)(H,46,47,48);;/q;2*+1/p-2",ZRYQXQUPWQNYSX-UHFFFAOYSA-L,[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccc(c3ccc(cc3[S]([O-])(=O)=O)N=NC4C(=NN(C4=O)c5ccccc5)C)c(c2)[S]([O-])(=O)=O)c6ccccc6,-1.642781181,0,1,G1,758.706,-1.0802,178.4864,52,14,0,20,9,254,4,0,2,6,229.18,342.0618159,3.02E-06,2210.600386
A-146,"(1R,2R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl acetate (1S,2S,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl acetate","InChI=1S/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3/t9-,10+,12-/m1/s1",KGEKLUUHTZCSIP-JFGNBEQYSA-N,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,-3.088778192,0,1,G1,196.29,2.7643,54.783,14,2,0,2,1,80,0,2,2,2,26.3,86.01701931,2.225540267,269.4952945
A-147,dioxido-oxosilane; lead(+2) cation,InChI=1S/O3Si.Pb/c1-4(2)3;/q-2;+2,AFPIWWDEGJLLCL-UHFFFAOYSA-N,[Pb++].[O-][Si]([O-])=O,-6.6197116,0,1,G1,283.283,-3.2584,12.1945,5,3,0,5,0,26,0,0,0,0,63.19,50.69643661,0,29.87430298
A-148,2-methyl-1-phenylpropan-2-yl butanoate,"InChI=1S/C14H20O2/c1-4-8-13(15)16-14(2,3)11-12-9-6-5-7-10-12/h5-7,9-10H,4,8,11H2,1-3H3",SHSGYHAHMQLYRB-UHFFFAOYSA-N,CCCC(=O)OC(C)(C)Cc1ccccc1,-4.135942613,0,1,G1,220.312,3.351,65.225,16,2,0,2,5,88,1,0,0,1,26.3,97.62600736,2.544920392,327.848395
A-150,"disodium 4,4'-[(2,4-dihydroxy-1,3-phenylene)didiazene-2,1-diyl]dinaphthalene-1-sulfonate","InChI=1S/C26H18N4O8S2.2Na/c31-22-12-9-21(29-27-19-10-13-23(39(33,34)35)17-7-3-1-5-15(17)19)26(32)25(22)30-28-20-11-14-24(40(36,37)38)18-8-4-2-6-16(18)20;;/h1-14,27-28H,(H,33,34,35)(H,36,37,38);;/q;2*+1/p-2/b29-21+,30-25+;;",UTIACSXEVKXHPT-XALLQCHJSA-L,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=CC(=O)C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)\C2=O)c5ccccc15,-2.603841144,0,1,G1,622.548,-4.7392,143.5478,42,12,2,16,6,202,5,0,0,5,197.32,282.1466774,2.42E-06,2288.251258
A-153,1-[(1-propoxypropan-2-yl)oxy]propan-2-ol,"InChI=1S/C9H20O3/c1-4-5-11-7-9(3)12-6-8(2)10/h8-10H,4-7H2,1-3H3",WEZPLQKRXDBPEP-UHFFFAOYSA-N,CCCOCC(C)OCC(C)O,-0.070052651,0,1,G1,176.256,1.1989,48.2048,12,3,1,3,7,74,0,0,0,0,38.69,74.68011215,3.153177586,93.77443751
A-156,"5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane","InChI=1S/C12H18N2O2/c1-11(2)4-10(14-9-16)5-12(3,6-11)7-13-8-15/h10H,4-7H2,1-3H3",NIMLQBUJDJZYEJ-UHFFFAOYSA-N,CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,-4.170824759,0,1,G1,222.288,2.243,60.637,16,4,0,4,3,88,0,1,1,1,58.86,95.8614723,2.854455781,352.0302612
A-158,"octadec-9-enoic acid - N-(2-aminoethyl)ethane-1,2-diamine (1:1)","InChI=1S/C18H34O2.C4H13N3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;5-1-3-7-4-2-6/h9-10H,2-8,11-17H2,1H3,(H,19,20);7H,1-6H2/b10-9-;",PYBPYUAKCDQFCS-KVVVOXFISA-N,CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCN,-4.410087437,0.398670244,4,G5,385.637,4.6019,118.0663,27,4,4,5,19,162,0,0,0,0,101.37,167.904663,0,305.9330152
