ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
A-162,1-[2-[[4-[(2-chloro-4-nitrophenyl)azo]phenyl]ethylamino]ethyl]pyridinium acetate,"InChI=1S/C21H21ClN5O2.C2H4O2/c1-2-26(15-14-25-12-4-3-5-13-25)18-8-6-17(7-9-18)23-24-21-11-10-19(27(28)29)16-20(21)22;1-2(3)4/h3-13,16H,2,14-15H2,1H3;1H3,(H,3,4)/q+1;/p-1",WQIDMVKHMHGZPN-UHFFFAOYSA-M,CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O.CC([O-])=O,-1.521890085,0,1,G1,469.929,4.2338,123.9294,33,7,0,10,8,172,3,0,0,3,115.11,196.2893042,8.90E-07,1087.765708
A-167,diphenyl carbonate,InChI=1S/C13H10O3/c14-13(15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,ROORDVPLFPIABK-UHFFFAOYSA-N,O=C(Oc1ccccc1)Oc2ccccc2,-4.216916663,0,1,G1,214.22,3.2644,59.536,16,3,0,3,2,80,2,0,0,2,35.53,93.242052,1.952194148,407.6186271
A-168,vinyl 2-ethylhexanoate,"InChI=1S/C10H18O2/c1-4-7-8-9(5-2)10(11)12-6-3/h6,9H,3-5,7-8H2,1-2H3",IGBZOHMCHDADGY-UHFFFAOYSA-N,CCCCC(CC)C(=O)OC=C,-4.151910976,0,1,G1,170.252,2.8895,49.595,12,2,0,2,6,70,0,0,0,0,26.3,74.60919435,3.780192424,140.7740057
A-169,2-methyl-N-[(2-methylprop-2-enamido)methyl]prop-2-enamide,"InChI=1S/C9H14N2O2/c1-6(2)8(12)10-5-11-9(13)7(3)4/h1,3,5H2,2,4H3,(H,10,12)(H,11,13)",TURITJIWSQEMDB-UHFFFAOYSA-N,CC(=C)C(=O)NCNC(=O)C(C)=C,-1.189236756,0,1,G1,182.223,0.3285,50.7804,13,2,2,4,4,72,0,0,0,0,58.2,77.70235045,3.689372962,230.3403164
A-170,"(1Z,5Z)-cycloocta-1,5-diene","InChI=1S/C8H12/c1-2-4-6-8-7-5-3-1/h1-2,7-8H,3-6H2/b2-1-,8-7-",VYXHVRARDIDEHS-QGTKBVGQSA-N,C\1C\C=C/CC\C=C1,-2.965977173,0,1,G1,108.184,2.6728,36.748,8,0,0,0,0,44,0,0,1,1,0,50.90880861,2.285714286,72.60593782
A-171,(3-isocyanatopropyl)trimethoxysilane,"InChI=1S/C7H15NO4Si/c1-10-13(11-2,12-3)6-4-5-8-7-9/h4-6H2,1-3H3",FMGBDYLOANULLW-UHFFFAOYSA-N,CO[Si](CCCN=C=O)(OC)OC,-3.256981001,0,1,G1,205.286,0.5904,49.1935,13,5,0,6,7,76,0,0,0,0,57.12,79.07735682,3.873428642,169.0666932
A-172,(3-chloropropyl)triethoxysilane,"InChI=1S/C9H21ClO3Si/c1-4-11-14(12-5-2,13-6-3)9-7-8-10/h4-9H2,1-3H3",KSCAZPYHLGGNPZ-UHFFFAOYSA-N,CCO[Si](CCCCl)(OCC)OCC,-3.32858345,0,1,G1,240.803,2.6637,60.776,14,3,0,5,9,86,0,0,0,0,27.69,93.05366269,4.210670443,118.2059243
A-176,"1,2-dibutyl benzene-1,2-dicarboxylate","InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",DOIRQSBPFJWKBE-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.387683254,0.057297264,5,G5,278.348,3.6004,76.823,20,4,0,4,8,110,1,0,0,1,52.6,119.6309589,2.712391338,398.8579422
A-177,"sodium 3-{[9,10-dioxo-4-({2,4,6-trimethyl-3-[(sodiooxy)sulfonyl]phenyl}amino)-9,10-dihydroanthracen-1-yl]amino}-2,4,6-trimethylbenzene-1-sulfonate","InChI=1S/C32H30N2O8S2.2Na/c1-15-13-17(3)31(43(37,38)39)19(5)27(15)33-23-11-12-24(26-25(23)29(35)21-9-7-8-10-22(21)30(26)36)34-28-16(2)14-18(4)32(20(28)6)44(40,41)42;;/h7-14,33-34H,1-6H3,(H,37,38,39)(H,40,41,42);;/q;2*+1/p-2",UHXQPQCJDDSMCB-UHFFFAOYSA-L,[Na+].[Na+].Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)[S]([O-])(=O)=O,-1.79226117,0,1,G1,678.696,-0.38408,163.5468,46,10,2,14,6,228,4,0,1,5,172.6,312.0232313,2.88E-06,2027.663603
A-178,"4-benzoylbenzene-1,2,3-triol","InChI=1S/C13H10O4/c14-10-7-6-9(12(16)13(10)17)11(15)8-4-2-1-3-5-8/h1-7,14,16-17H",HTQNYBBTZSBWKL-UHFFFAOYSA-N,Oc1ccc(c(O)c1O)C(=O)c2ccccc2,-3.345107824,0,1,G1,230.219,2.0344,61.3109,17,4,3,4,2,86,2,0,0,2,77.76,97.3976628,2.492154136,561.1321875
A-182,"3-[(2E)-dodec-2-en-1-yl]oxolane-2,5-dione; 3-[(2Z)-dodec-2-en-1-yl]oxolane-2,5-dione","InChI=1S/C16H26O3/c1-2-3-4-5-6-7-8-9-10-11-12-14-13-15(17)19-16(14)18/h10-11,14H,2-9,12-13H2,1H3/b11-10+",UYCICMIUKYEYEU-ZHACJKMWSA-N,CCCCCCCCC\C=C\CC1CC(=O)OC1=O,-4.425503245,0,1,G1,266.381,4.1631,75.573,19,3,0,3,10,108,0,1,1,1,43.37,115.954538,1.932483464,307.1159065
A-183,"dihydro-3-(tetrapropenyl)furan-2,5-dione","InChI=1S/C16H26O3/c1-10(2)6-11(3)7-12(4)8-13(5)14-9-15(17)19-16(14)18/h8,10-12,14H,6-7,9H2,1-5H3/b13-8+",WBRBLKRDTHYRRV-MDWZMJQESA-N,CC(C)CC(C)CC(C)\C=C(/C)C1CC(=O)OC1=O,-4.425503245,0.150514998,2,G3,266.381,3.7308,75.363,19,3,0,3,6,108,0,1,1,1,43.37,115.954538,2.533405705,368.1903354
A-184,{2-hydroxy-3-[(9Z)-octadec-9-enoyloxy]propoxy}boronic acid 2-hydroxy-3-{[hydroxy({2-hydroxy-3-[(9Z)-octadec-9-enoyloxy]propoxy})boranyl]oxy}propyl (9Z)-octadec-9-enoate 3-{[bis({2-hydroxy-3-[(9Z)-octadec-9-enoyloxy]propoxy})boranyl]oxy}-2-hydroxypropyl (9Z)-octadec-9-enoate,"InChI=1S/C63H117BO12.C42H79BO9.C21H41BO6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-61(68)71-52-58(65)55-74-64(75-56-59(66)53-72-62(69)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2)76-57-60(67)54-73-63(70)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3;1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-41(46)49-35-39(44)37-51-43(48)52-38-40(45)36-50-42(47)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)27-18-20(23)19-28-22(25)26/h25-30,58-60,65-67H,4-24,31-57H2,1-3H3;17-20,39-40,44-45,48H,3-16,21-38H2,1-2H3;9-10,20,23,25-26H,2-8,11-19H2,1H3/b28-25-,29-26-,30-27-;19-17-,20-18-;10-9-",VBCPUMZLCRUHTJ-VVUJETCRSA-N,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)O.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC,-5.345705158,0,1,G1,2216.691,29.64,638.1372,156,27,9,30,120,912,0,0,0,0,395.25,952.4933599,-2.51E-06,2927.060118
A-188,4-(decanoyloxy)benzoic acid,"InChI=1S/C17H24O4/c1-2-3-4-5-6-7-8-9-16(18)21-15-12-10-14(11-13-15)17(19)20/h10-13H,2-9H2,1H3,(H,19,20)",QTMHHQFADWIZCP-UHFFFAOYSA-N,CCCCCCCCCC(=O)Oc1ccc(cc1)C(O)=O,-5.42454755,0,1,G1,292.375,4.4309,81.6463,21,3,1,4,10,116,1,0,0,1,63.6,125.6765896,2.168622689,436.6082594
A-189,"4,4,13,13-tetraethoxy-3,14-dioxa-8,9-dithia-4,13-disilahexadecane","InChI=1S/C18H42O6S2Si2/c1-7-19-27(20-8-2,21-9-3)17-13-15-25-26-16-14-18-28(22-10-4,23-11-5)24-12-6/h7-18H2,1-6H3",FBBATURSCRIBHN-UHFFFAOYSA-N,CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,-5.676541809,0,1,G1,474.834,5.2448,125.028,28,8,0,10,21,170,0,0,0,0,55.38,182.7726662,4.137940541,289.9984128
A-191,3-methylbutyl (2E)-3-(4-methoxyphenyl)prop-2-enoate,"InChI=1S/C15H20O3/c1-12(2)10-11-18-15(16)9-6-13-4-7-14(17-3)8-5-13/h4-9,12H,10-11H2,1-3H3/b9-6+",UBNYRXMKIIGMKK-RMKNXTFCSA-N,COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,-5.49192521,0,1,G1,248.322,3.2977,72.442,18,3,0,3,6,98,1,0,0,1,35.53,108.4148917,2.398340762,390.7046704
A-192,2-(hexadecanoylamino)acetic acid,"InChI=1S/C18H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17(20)19-16-18(21)22/h2-16H2,1H3,(H,19,20)(H,21,22)",KVTFEOAKFFQCCX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NCC(O)=O,-5.593122622,0.044587195,3,G5,313.482,4.6685,90.9575,22,2,2,4,16,130,0,0,0,0,66.4,135.6104071,3.107593514,279.5058337
A-193,"(1E,5E,9E)-cyclododeca-1,5,9-triene","InChI=1S/C12H18/c1-2-4-6-8-10-12-11-9-7-5-3-1/h1-2,7-10H,3-6,11-12H2/b2-1-,9-7-,10-8+",ZOLLIQAKMYWTBR-UDIJVJLMSA-N,C\1C\C=C/CC\C=C/CC/C=C1,-5.365156254,0.198970004,2,G3,162.276,4.0092,55.122,12,0,0,0,0,66,0,0,1,1,0,75.67897404,2.304110598,121.1931192
A-195,"bis({[bis(3,5,5-trimethylhexyl)carbamothioyl]sulfanyl})zinc","InChI=1S/2C19H39NS2.Zn/c2*1-15(13-18(3,4)5)9-11-20(17(21)22)12-10-16(2)14-19(6,7)8;/h2*15-16H,9-14H2,1-8H3,(H,21,22);/q;;+2/p-2",YRZWCIIGZCKHBM-UHFFFAOYSA-L,CC(CCN(CCC(C)CC(C)(C)C)C(=S)S[Zn]SC(=S)N(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C,-6.102526939,0,1,G1,754.698,13.3887,214.936,45,4,0,7,18,264,0,0,0,0,6.48,308.1417279,5.345455404,714.6494188
A-196,2-[4-(bromomethyl)phenyl]benzonitrile,"InChI=1S/C14H10BrN/c15-9-11-5-7-12(8-6-11)14-4-2-1-3-13(14)10-16/h1-8H,9H2",LFFIEVAMVPCZNA-UHFFFAOYSA-N,BrCc1ccc(cc1)c2ccccc2C#N,-6.656649109,0,1,G1,272.145,4.12018,69.224,16,1,0,2,2,78,2,0,0,2,23.79,103.4785088,2.468747212,523.1767595
A-197,"2,2,6,6-tetramethylpiperidin-4-yl hexadecanoate 2,2,6,6-tetramethylpiperidin-4-yl octadecanoate","InChI=1S/C27H53NO2.C25H49NO2/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-25(29)30-24-22-26(2,3)28-27(4,5)23-24;1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(27)28-22-20-24(2,3)26-25(4,5)21-22/h24,28H,6-23H2,1-5H3;22,26H,6-21H2,1-5H3",KABHMUPUYPTLHI-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1.CCCCCCCCCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2,-6.214524895,1,2,G2,819.398,15.4204,250.6734,58,6,2,6,32,344,0,2,2,2,76.66,361.9953267,5.81E-07,988.8485276
A-198,N-(2-ethylhexyl)-7-methyloctanamide,"InChI=1S/C17H35NO/c1-5-7-12-16(6-2)14-18-17(19)13-10-8-9-11-15(3)4/h15-16H,5-14H2,1-4H3,(H,18,19)",CYJLFSMDQYFKRD-UHFFFAOYSA-N,CCCCC(CC)CNC(=O)CCCCCC(C)C,-5.731545253,0,1,G1,269.473,4.9255,84.2387,19,1,1,2,12,114,0,0,0,0,29.1,120.2897091,3.51254411,213.3076044
A-199,Doramectin,"InChI=1S/C50H74O14/c1-27-13-12-16-34-26-57-47-42(51)30(4)21-37(50(34,47)54)48(53)60-36-22-35(63-49(25-36)20-19-29(3)45(64-49)33-14-10-9-11-15-33)18-17-28(2)44(27)61-41-24-39(56-8)46(32(6)59-41)62-40-23-38(55-7)43(52)31(5)58-40/h12-13,16-17,19-21,27,29,31-33,35-47,51-52,54H,9-11,14-15,18,22-26H2,1-8H3/b13-12+,28-17+,34-16+/t27-,29-,31-,32-,35+,36-,37-,38-,39-,40-,41-,42+,43-,44?,45-,46?,47+,49+,50+/m0/s1",QLFZZSKTJWDQOS-NJPOTTGESA-N,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)OC2[C@H](C)O[C@H](C[C@@H]2OC)OC3[C@@H](C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O[C@H]6C[C@@H](C\C=C3/C)O[C@@]7(C6)O[C@@H]([C@@H](C)C=C7)C8CCCCC8)[C@]45O)C,-7.555881514,0,1,G1,899.128,5.9116,234.4254,64,14,3,14,7,358,0,5,8,8,170.06,378.8064259,1.081008911,1787.630132
A-201,"1,1':4',1''-terphenyl",InChI=1S/C18H14/c1-3-7-15(8-4-1)17-11-13-18(14-12-17)16-9-5-2-6-10-16/h1-14H,XJKSTNDFUHDPQJ-UHFFFAOYSA-N,c1ccc(cc1)c2ccc(cc2)c3ccccc3,-6.183335848,0.461832076,2,G3,230.31,5.0206,77.314,18,0,0,0,2,86,3,0,0,3,0,107.5455915,1.951466169,548.7160655
A-203,pyrene,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4ccc(c1)c2c34,-6.178796616,0.058820019,3,G5,202.256,4.584,70.146,16,0,0,0,0,74,4,0,0,4,0,93.45542159,2.505955689,666.6198058
A-204,"1,4-dibutyl benzene-1,4-dicarboxylate","InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-7-9-14(10-8-13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",LQLQDKBJAIILIQ-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,-6.40319542,0.688111365,6,G4,278.348,3.6004,76.823,20,4,0,4,8,110,1,0,0,1,52.6,119.6309589,2.503712391,381.6079422
A-208,1-(2-ethylbutyl)cyclohexane-1-carbonitrile,"InChI=1S/C13H23N/c1-3-12(4-2)10-13(11-14)8-6-5-7-9-13/h12H,3-10H2,1-2H3",DRMOLJPDSCAGCC-UHFFFAOYSA-N,CCC(CC)CC1(CCCCC1)C#N,-6.587338232,0,1,G1,193.334,4.28678,59.82,14,1,0,1,4,80,0,1,1,1,23.79,88.50530493,2.55666339,191.7713275
A-209,1-(4-methoxyphenyl)-4-(4-nitrophenyl)piperazine,"InChI=1S/C17H19N3O3/c1-23-17-8-6-15(7-9-17)19-12-10-18(11-13-19)14-2-4-16(5-3-14)20(21)22/h2-9H,10-13H2,1H3",AVCKOFMRPAJEPN-UHFFFAOYSA-N,COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O,-6.929013035,0,1,G1,313.357,2.93,90.5164,23,5,0,6,4,120,2,1,1,3,58.85,134.593565,1.617703496,662.4878771
A-212,bis(8-methylnonyl) sebacate,"InChI=1S/C30H58O4/c1-27(2)21-15-9-7-13-19-25-33-29(31)23-17-11-5-6-12-18-24-30(32)34-26-20-14-8-10-16-22-28(3)4/h27-28H,5-26H2,1-4H3",OAXZVLMNNOOMGN-UHFFFAOYSA-N,CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,-7.252394502,0.275453734,2,G3,482.79,9.1868,143.934,34,4,0,4,25,202,0,0,0,0,52.6,211.872707,3.280659315,416.7216822
A-213,"6'-(dibutylamino)-3'-methyl-2'-(phenylamino)-3H-spiro[2-benzofuran-1,9'-xanthene]-3-one","InChI=1S/C35H36N2O3/c1-4-6-19-37(20-7-5-2)26-17-18-29-33(22-26)39-32-21-24(3)31(36-25-13-9-8-10-14-25)23-30(32)35(29)28-16-12-11-15-27(28)34(38)40-35/h8-18,21-23,36H,4-7,19-20H2,1-3H3",XAAILNNJDMIMON-UHFFFAOYSA-N,CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1,-7.404250358,0.324618535,3,G5,532.684,8.71322,161.1882,40,5,1,5,9,204,4,0,2,6,50.8,236.3036951,1.512692155,1540.023187
A-215,"2,2-difluoro-1,3-benzodioxole-4-carbaldehyde",InChI=1S/C8H4F2O3/c9-8(10)12-6-3-1-2-5(4-11)7(6)13-8/h1-4H,NIBFJPXGNVPNHK-UHFFFAOYSA-N,FC1(F)Oc2cccc(C=O)c2O1,-2.155833357,0,1,G1,186.113,1.8206,38.0325,13,3,0,5,1,68,1,0,1,2,35.53,71.87513956,2.506530915,362.4068138
A-216,"1-amino-4-(ethylamino)-9,10-dioxo-9,10-dihydroanthracene-2-carbonitrile","InChI=1S/C17H13N3O2/c1-2-20-12-7-9(8-18)15(19)14-13(12)16(21)10-5-3-4-6-11(10)17(14)22/h3-7,20H,2,19H2,1H3",ATXPWKWYLDEURI-UHFFFAOYSA-N,CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12,-7.638280591,0,1,G1,291.31,2.34768,83.0401,22,5,2,5,2,108,2,0,1,3,95.98,126.9127535,2.386809954,862.938264
A-219,(3-aminopropyl)[(9Z)-octadec-9-en-1-yl]amine; bis((9Z)-octadec-9-enoic acid),"InChI=1S/C21H44N2.2C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20-23-21-18-19-22;2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10,23H,2-8,11-22H2,1H3;2*9-10H,2-8,11-17H2,1H3,(H,19,20)/b3*10-9-",VTXWSJAEIWTHCL-DJNDIFCPSA-N,CCCCCCCC\C=C/CCCCCCCCNCCCN.CCCCCCCC\C=C/CCCCCCCC(O)=O.CCCCCCCC\C=C/CCCCCCCC(O)=O,-8.25019206,0,1,G1,889.533,18.1793,280.1687,63,4,4,6,49,374,0,0,0,0,112.65,393.9201272,-8.60E-07,883.0930025
A-220,"2-ethylhexyl 4-[(4-{[4-(tert-butylcarbamoyl)phenyl]amino}-6-[(4-{[(2-ethylhexyl)oxy]carbonyl}phenyl)amino]-1,3,5-triazin-2-yl)amino]benzoate","InChI=1S/C44H59N7O5/c1-8-12-14-30(10-3)28-55-39(53)33-18-24-36(25-19-33)46-42-48-41(45-35-22-16-32(17-23-35)38(52)51-44(5,6)7)49-43(50-42)47-37-26-20-34(21-27-37)40(54)56-29-31(11-4)15-13-9-2/h16-27,30-31H,8-15,28-29H2,1-7H3,(H,51,52)(H3,45,46,47,48,49,50)",OSCJHTSDLYVCQC-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,-8.185258765,0.41195437,2,G3,766,10.3771,223.3973,56,11,4,12,21,300,4,0,0,4,156.46,331.5664038,1.500952066,1746.281277
A-222,dioxovanadium,InChI=1S/2O.V,GRUMUEUJTSXQOI-UHFFFAOYSA-N,O=[V]=O,-4.400250091,1.528905422,4,G4,82.94,-0.2401,1.373,3,2,0,3,0,17,0,0,0,0,34.14,24.36039623,3.265986324,23.77443751
A-224,1-dodecylpyridin-1-ium chloride,"InChI=1S/C17H30N.ClH/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18;/h11,13-14,16-17H,2-10,12,15H2,1H3;1H/q+1;/p-1",GKQHIYSTBXDYNQ-UHFFFAOYSA-M,[Cl-].CCCCCCCCCCCC[n+]1ccccc1,-0.453910537,0,1,G1,283.887,1.899,78.481,19,0,0,2,11,110,1,0,0,1,3.88,125.3934212,3.24E-06,273.8503707
A-225,"2-(2,6-dimethylphenoxy)acetic acid","InChI=1S/C10H12O3/c1-7-4-3-5-8(2)10(7)13-6-9(11)12/h3-5H,6H2,1-2H3,(H,11,12)",MLBCURLNKYKBEQ-UHFFFAOYSA-N,Cc1cccc(C)c1OCC(O)=O,-2.256644531,0.4791308,3,G5,180.203,1.76684,49.0468,13,2,1,3,3,70,1,0,0,1,46.53,76.96047266,2.806920562,297.6959388
A-227,"({bis[(2-ethylhexanoyl)oxy]-2,4-dioxa-3-bora-1,5-dicobaltapentan-3-yl}oxy)cobaltio 2-ethylhexanoate","InChI=1S/3C8H16O2.BO3.3Co/c3*1-3-5-6-7(4-2)8(9)10;2-1(3)4;;;/h3*7H,3-6H2,1-2H3,(H,9,10);;;;/q;;;-3;+1;+2;+3/p-3",HRNSQLGPRFFUNA-UHFFFAOYSA-K,CCCCC(CC)C(=O)O[Co]OB(O[Co])O[Co](OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,-1.825456143,0,1,G1,665.226,6.0374,127.203,37,9,0,13,23,225,0,0,0,0,106.59,243.4543891,5.268005358,600.2721927
A-228,"disodium 4-[(E)-2-[2,6-dihydroxy-3-(hydroxymethyl)-5-[(E)-2-(4-sulfonatonaphthalen-1-yl)diazen-1-yl]phenyl]diazen-1-yl]naphthalene-1-sulfonate","InChI=1S/C27H20N4O9S2.2Na/c32-14-15-13-22(30-28-20-9-11-23(41(35,36)37)18-7-3-1-5-16(18)20)27(34)25(26(15)33)31-29-21-10-12-24(42(38,39)40)19-8-4-2-6-17(19)21;;/h1-13,28-29,32H,14H2,(H,35,36,37)(H,38,39,40);;/q;2*+1/p-2/b30-22+,31-25+;;",TUQJHVRCALPCHU-CRVUNLCOSA-L,[Na+].[Na+].OCC1=CC(=N/Nc2ccc(c3ccccc23)[S]([O-])(=O)=O)\C(=O)/C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C1=O,-0.817164744,0,1,G1,652.574,-5.2469,149.4706,44,13,3,17,7,214,5,0,0,5,217.55,293.3058533,2.64E-06,2360.006031
A-229,1-(4-hydroxyphenyl)ethan-1-one,"InChI=1S/C8H8O2/c1-6(9)7-2-4-8(10)5-3-7/h2-5,10H,1H3",TXFPEBPIARQUIG-UHFFFAOYSA-N,CC(=O)c1ccc(O)cc1,-1.138382451,0,1,G1,136.15,1.5948,38.1113,10,2,1,2,1,52,1,0,0,1,37.3,59.1170432,3.003400685,235.9394334
A-230,calcium magnesium(2+) ion dioxidandiide,InChI=1S/Ca.Mg.2O/q2*+2;2*-2,YLUIKWVQCKSMCF-UHFFFAOYSA-N,[O--].[O--].[Mg++].[Ca++],-1.988356233,1.862057608,3,G4,96.381,-0.9992,12.881,4,0,0,4,0,16,0,0,0,0,57,70.71564842,0,6
A-232,disodium 3-[(E)-2-{4-[(E)-2-(7-amino-1-hydroxy-3-sulfonatonaphthalen-2-yl)diazen-1-yl]naphthalen-1-yl}diazen-1-yl]-2-hydroxybenzoate,"InChI=1S/C27H19N5O7S.2Na/c28-15-9-8-14-12-23(40(37,38)39)24(26(34)19(14)13-15)32-30-21-11-10-20(16-4-1-2-5-17(16)21)29-31-22-7-3-6-18(25(22)33)27(35)36;;/h1-13,33-34H,28H2,(H,35,36)(H,37,38,39);;/q;2*+1/p-2",QENJECLVTWIZIG-UHFFFAOYSA-L,[Na+].[Na+].Nc1ccc2cc(c(N=Nc3ccc(N=Nc4cccc(C([O-])=O)c4O)c5ccccc35)c(O)c2c1)[S]([O-])(=O)=O,-2.786820452,0,1,G1,601.508,-0.9072,142.7257,42,12,3,15,6,200,5,0,0,5,213.25,282.5069677,2.42E-06,2018.572524
A-234,"6,10-dimethylundeca-3,5,9-trien-2-one","InChI=1S/C13H20O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h6-7,9-10H,5,8H2,1-4H3/b10-6+,12-9+",JXJIQCXXJGRKRJ-KOOBJXAQSA-N,CC(C)=CCC\C(C)=C\C=C\C(C)=O,-3.297212067,0,1,G1,192.302,3.8243,62.243,14,1,0,1,5,78,0,0,0,0,17.07,87.2112694,3.896758106,262.9601503
A-236,"1,3-divinylimidazolidin-2-one","InChI=1S/C7H10N2O/c1-3-8-5-6-9(4-2)7(8)10/h3-4H,1-2,5-6H2",HMYBDZFSXBJDGL-UHFFFAOYSA-N,C=CN1CCN(C=C)C1=O,-1.155886444,0,1,G1,138.17,1.011,39.202,10,1,0,3,2,54,0,1,1,1,23.55,60.22505594,2.655338357,158.4449203
A-237,2-amino-4-nitrophenol,"InChI=1S/C6H6N2O3/c7-5-3-4(8(10)11)1-2-6(5)9/h1-3,9H,7H2",VLZVIIYRNMWPSN-UHFFFAOYSA-N,Nc1cc(ccc1O)[N+]([O-])=O,-2.205601857,0.008049072,2,G3,154.125,0.8826,39.1736,11,4,2,5,1,58,1,0,0,1,89.39,62.21850329,3.151549668,297.8789117
A-238,magnesium,InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N,[Mg++],-2.402069338,0.552078934,3,G4,24.305,-0.3808,5.754,1,0,0,1,0,0,0,0,0,0,0,23.63837357,0,0
A-241,oxocalcium,InChI=1S/Ca.O,ODINCKMPIJJUCX-UHFFFAOYSA-N,O=[Ca],-1.768326879,0.866267647,3,G4,56.077,-0.4996,6.4405,2,1,0,2,0,8,0,0,0,0,17.07,37.06721304,2,2
