ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
A-242,"5-nitro-1,3-dihydro-2H-benzimidazol-2-one","InChI=1S/C7H5N3O3/c11-7-8-5-2-1-4(10(12)13)3-6(5)9-7/h1-3H,(H2,8,9,11)",DLJZIPVEVJOKHB-UHFFFAOYSA-N,[O-][N+](=O)c1ccc2NC(=O)Nc2c1,-3.274087547,0,1,G1,179.135,0.7644,45.5738,13,3,2,6,1,66,2,0,0,2,91.79,71.35637388,2.743519994,525.0074434
A-243,5-methyl-5-phenylhexan-3-one,"InChI=1S/C13H11N3O3S2/c1-9-2-4-10(5-3-9)21(18,19)11(6-14)7-16-8-12(17)15-13(16)20/h2-5,7H,8H2,1H3,(H,15,17,20)/b11-7+",GPLOHVHPULDLOP-YRNVUSSQSA-N,Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N,-3.529299295,0,1,G1,321.383,0.8504,79.5075,21,5,1,8,3,108,1,1,1,2,90.27,127.13854,2.410771719,773.8746665
A-247,2-ethyl-3-hydroxy-4H-pyran-4-one,"InChI=1S/C7H8O3/c1-2-6-7(9)5(8)3-4-10-6/h3-4,9H,2H2,1H3",YIKYNHJUKRTCJL-UHFFFAOYSA-N,CCC1=C(O)C(=O)C=CO1,-1.17595802,0,1,G1,140.138,0.9078,36.0208,10,3,1,3,1,54,1,0,0,1,50.44,57.92186002,3.27872706,274.4248628
A-249,methyl 2-phenylacetate,"InChI=1S/C9H10O2/c1-11-9(10)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3",CRZQGDNQQAALAY-UHFFFAOYSA-N,COC(=O)Cc1ccccc1,-2.211401723,0,1,G1,150.177,1.4021,42.162,11,2,0,2,2,58,1,0,0,1,26.3,65.80129679,2.579302292,228.5778659
A-251,lead; sulfuric acid; hydrate,"InChI=1S/H2O4S.H2O.Pb/c1-5(2,3)4;;/h(H2,1,2,3,4);1H2;",AWTSMFNITNKUQL-UHFFFAOYSA-N,O.[Pb].O[S](O)(=O)=O,-4.226296416,0,1,G1,323.294,-1.8583,23.5452,7,2,2,7,0,44,0,0,0,0,106.1,60.76948755,-8.00E-08,91.24856185
A-252,1-chloro-2-methyl-3-nitrobenzene,"InChI=1S/C7H6ClNO2/c1-5-6(8)3-2-4-7(5)9(10)11/h2-4H,1H3",XCSNRORTQRKCHB-UHFFFAOYSA-N,Cc1c(Cl)cccc1[N+]([O-])=O,-3.27068643,0,1,G1,171.583,2.55662,42.8434,11,2,0,4,1,58,1,0,0,1,43.14,68.75258718,3.273580822,298.4920898
A-254,calcium dihydroxide,InChI=1S/Ca.2H2O/h;2*1H2/q+2;;/p-2,AXCZMVOFGPJBDE-UHFFFAOYSA-L,[OH-].[OH-].[Ca++],-1.910729926,0.672750255,7,G4,74.092,-0.7344,9.6256,3,2,0,3,0,16,0,0,0,0,60,48.44575261,0,2.754887502
A-255,silicon(+4) cation tetraphosphate,"InChI=1S/4H3O4P.3Si/c4*1-5(2,3)4;;;/h4*(H3,1,2,3,4);;;/q;;;;3*+4/p-12",XLUBVTJUEUUZMR-UHFFFAOYSA-B,[Si+4].[Si+4].[Si+4].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-3.055986963,0.295382893,3,G5,464.138,-12.4408,47.688,23,16,0,23,0,128,0,0,0,0,345,141.4416007,-2.84E-08,291.9826351
A-256,1-chlorohexane,"InChI=1S/C6H13Cl/c1-2-3-4-5-6-7/h2-6H2,1H3",MLRVZFYXUZQSRU-UHFFFAOYSA-N,CCCCCCCl,-3.122388733,0.227965978,2,G3,120.623,2.8055,34.862,7,0,0,1,4,44,0,0,0,0,0,50.86722783,2.447472888,23.3609904
A-257,"2,2,2-trifluoroethyl methacrylate","InChI=1S/C6H7F3O2/c1-4(2)5(10)11-3-6(7,8)9/h1,3H2,2H3",QTKPMCIBUROOGY-UHFFFAOYSA-N,CC(=C)C(=O)OCC(F)(F)F,-2.268475684,0,1,G1,168.114,1.668,31.828,11,2,0,5,2,64,0,0,0,0,26.3,61.64603211,3.72638742,171.1564341
A-259,bismuth hydroxide nitrate oxide,InChI=1S/Bi.3NO3/c;3*2-1(3)4/q+3;3*-1,PPNKDDZCLDMRHS-UHFFFAOYSA-N,[O-][N+](=O)O[Bi](O[N+]([O-])=O)O[N+]([O-])=O,-2.642008137,0,1,G1,394.992,-1.4038,29.9922,13,9,0,13,6,74,0,0,0,0,157.11,77.82631385,4.095996371,184.8606038
A-262,octan-2-one,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3",ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,CCCCCCC(C)=O,-2.153696327,0.051848164,2,G3,128.215,2.5458,39.44,9,1,0,1,5,54,0,0,0,0,17.07,57.45536793,2.828868135,76.63682062
A-263,2-[(E)-oct-2-enyl]butanedioic acid,"InChI=1S/C12H20O4/c1-2-3-4-5-6-7-8-10(12(15)16)9-11(13)14/h6-7,10H,2-5,8-9H2,1H3,(H,13,14)(H,15,16)/b7-6+",QWBQTFQCJMOSPK-VOTSOKGWSA-N,CCCCC/C=C/CC(CC(O)=O)C(O)=O,-2.404240574,0,1,G1,228.288,2.6885,61.2776,16,2,2,4,9,92,0,0,0,0,74.6,95.97552296,3.831869773,245.4033153
A-264,"2-(prop-1-en-1-yl)-2,3,3-tripropylbutanedioic acid","InChI=1S/C16H28O4/c1-5-9-15(10-6-2,13(17)18)16(11-7-3,12-8-4)14(19)20/h5,9H,6-8,10-12H2,1-4H3,(H,17,18)(H,19,20)/b9-5+",CDQYPMBESFIYFO-WEVVVXLNSA-N,CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O,-3.495359601,0,1,G1,284.396,4.1048,79.6756,20,2,2,4,10,116,0,0,0,0,74.6,121.4352914,6.208567894,353.4883731
A-266,17-hydroxy-1-methylandrost-4-en-3-one,"InChI=1S/C20H30O2/c1-12-10-14(21)11-13-4-5-15-16-6-7-18(22)19(16,2)9-8-17(15)20(12,13)3/h11-12,15-18,22H,4-10H2,1-3H3/t12-,15-,16-,17-,18-,19-,20-/m0/s1",KROXBRXHRBCDNO-IFMMWYRXSA-N,C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,-3.526422567,0,1,G1,302.458,4.1252,87.2638,22,2,1,2,0,122,0,3,4,4,37.3,133.9159794,1.720020178,535.8253338
A-267,"sodium 2-{2,5-dichloro-4-[(E)-2-(2-methyl-1H-indol-3-yl)diazen-1-yl]benzenesulfonamido}ethane-1-sulfonate","InChI=1S/C17H16Cl2N4O5S2.Na/c1-10-17(11-4-2-3-5-14(11)21-10)23-22-15-8-13(19)16(9-12(15)18)30(27,28)20-6-7-29(24,25)26;/h2-5,8-9,20,22H,6-7H2,1H3,(H,24,25,26);/q;+1/p-1/b23-17+;",IQWBFKOZXPTGNT-YFZNFVDXSA-M,[Na+].CC\1=Nc2ccccc2C1=N/Nc3cc(Cl)c(cc3Cl)[S](=O)(=O)NCC[S]([O-])(=O)=O,-3.756179517,0.092818288,2,G3,513.36,-0.2569,115.5854,31,8,2,14,7,160,2,0,1,3,140.12,211.5772261,3.41E-06,1281.422245
A-270,2-hydroxy-1-(4-{[4-(2-hydroxy-2-methylpropanoyl)phenyl]methyl}phenyl)-2-methylpropan-1-one,"InChI=1S/C21H24O4/c1-20(2,24)18(22)16-9-5-14(6-10-16)13-15-7-11-17(12-8-15)19(23)21(3,4)25/h5-12,24-25H,13H2,1-4H3",PCKZAVNWRLEHIP-UHFFFAOYSA-N,CC(C)(O)C(=O)c1ccc(Cc2ccc(cc2)C(=O)C(C)(C)O)cc1,-4.536378597,0,1,G1,340.419,3.1846,96.9466,25,4,2,4,6,132,2,0,0,2,74.6,147.6844881,2.102909304,690.0287279
A-271,barium(+2) cation; iron(+3) cation; oxygen(-2) anion,InChI=1S/Ba.12Fe.19O/q+2;12*+3;19*-2,HPYIMVBXZPJVBV-UHFFFAOYSA-N,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Ba++],-8.744859544,0,1,G1,1111.449,-2.668,18.7975,32,0,0,32,0,212,0,0,0,0,541.5,351.2263767,0,36.26982724
A-273,"(octahydro-4,7-methano-1H-indenediyl)bis(methylene) diacrylate","InChI=1S/C18H24O4/c1-3-16(19)21-9-11-5-6-14-15-8-12(18(11)14)7-13(15)10-22-17(20)4-2/h3-4,11-15,18H,1-2,5-10H2",VEBCLRKUSAGCDF-UHFFFAOYSA-N,C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,-4.493085819,0,1,G1,304.386,2.7432,81.72,22,4,0,4,6,120,0,3,3,3,52.6,131.0967021,1.545513958,483.478828
A-276,1-(2-benzenesulfonamidophenyl)-3-phenylurea,"InChI=1S/C19H17N3O3S/c23-19(20-15-9-3-1-4-10-15)21-17-13-7-8-14-18(17)22-26(24,25)16-11-5-2-6-12-16/h1-14,22H,(H2,20,21,23)",BGLZECVIKIGPIF-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc2ccccc2N[S](=O)(=O)c3ccccc3,-4.578402879,0,1,G1,367.43,4.1314,102.7759,26,3,3,7,5,132,3,0,0,3,87.3,151.4824182,1.771000184,990.8075236
A-277,dipotassium; oxygen(-2) anion; titanium(+4) cation,InChI=1S/2K.3O.Ti/q2*+1;3*-2;+4,KEWYKJOOCFOYTD-UHFFFAOYSA-N,[O--].[O--].[O--].[K+].[K+].[Ti+4],-5.583643126,0.316660188,3,G5,174.06,-6.3509,2.0595,6,0,0,6,0,24,0,0,0,0,85.5,136.6620011,0,8.754887502
A-278,2-ethylhexyl prop-2-enoate,"InChI=1S/C11H20O2/c1-4-7-8-10(5-2)9-13-11(12)6-3/h6,10H,3-5,7-9H2,1-2H3",GOXQRTZXKQZDDN-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C=C,-4.283204614,0.508852307,2,G2,184.279,2.932,54.462,13,2,0,2,7,76,0,0,0,0,26.3,80.97413647,3.578930561,152.1692686
A-280,"zinc bis[O,O-bis(2-ethylhexyl)] bis(dithiophosphate)","InChI=1S/2C16H35O2PS2.Zn/c2*1-5-9-11-15(7-3)13-17-19(20,21)18-14-16(8-4)12-10-6-2;/h2*15-16H,5-14H2,1-4H3,(H,20,21);/q;;+2/p-2",OECQDNKCDGGPFY-UHFFFAOYSA-L,[Zn++].CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC.CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC,-4.928855971,0,1,G1,772.498,12.4451,200.332,43,8,0,11,28,256,0,0,0,0,36.92,302.789615,-7.27E-07,589.7531357
A-284,Tricyclodecanyl acetate,"InChI=1S/C12H18O2/c1-7(13)14-12-6-8-5-11(12)10-4-2-3-9(8)10/h8-12H,2-6H2,1H3",YKFHIJHJBUDXFP-UHFFFAOYSA-N,CC(=O)OC1CC2CC1C3CCCC23,-3.338049828,0,1,G1,194.274,2.3742,52.599,14,2,0,2,1,78,0,3,3,3,26.3,85.01118816,1.73499116,261.047344
A-285,ethanethiol,"InChI=1S/C2H6S/c1-2-3/h3H,2H2,1H3",DNJIEGIFACGWOD-UHFFFAOYSA-N,CCS,-0.84591656,0.150513624,3,G5,62.137,0.9361,19.527,3,1,1,1,0,20,0,0,0,0,0,26.25925981,1.632993162,2.754887502
A-293,3-({[({[(2-ethylhexyl)oxy]carbonyl}peroxy)carbonyl]oxy}methyl)heptane,"InChI=1S/C18H34O6/c1-5-9-11-15(7-3)13-21-17(19)23-24-18(20)22-14-16(8-4)12-10-6-2/h15-16H,5-14H2,1-4H3",ZACVGCNKGYYQHA-UHFFFAOYSA-N,CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,-2.595175443,0,1,G1,346.464,5.6406,91.478,24,6,0,6,12,142,0,0,0,0,71.06,145.6497874,3.856218775,299.470675
A-295,"3,7-dimethyloct-6-enal","InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,8,10H,4,6-7H2,1-3H3/t10-/m1/s1",NEHNMFOYXAPHSD-SNVBAGLBSA-N,C[C@H](CCC=C(C)C)CC=O,-3.243750947,0,1,G1,154.253,2.9579,48.51,11,1,0,1,5,64,0,0,0,0,17.07,69.49564913,3.376357363,131.8082035
A-296,"(1S,2S)-1-methyl-4-(propan-2-yl)-7-oxabicyclo[2.2.1]heptan-2-ol","InChI=1S/C10H18O2/c1-7(2)10-5-4-9(3,12-10)8(11)6-10/h7-8,11H,4-6H2,1-3H3/t8-,9+,10-/m0/s1",IFQZADDJTDGGCP-AEJSXWLSSA-N,CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,-0.288092629,0,1,G1,170.252,1.7149,46.9168,12,2,1,2,1,70,0,2,2,2,29.46,73.91984673,2.250419872,202.0152603
A-297,3-[4-(propan-2-yl)phenyl]propanal,"InChI=1S/C12H16O/c1-10(2)12-7-5-11(6-8-12)4-3-9-13/h5-10H,3-4H2,1-2H3",RLEFOSDUWZYGOS-UHFFFAOYSA-N,CC(C)c1ccc(CCC=O)cc1,-3.302656786,0,1,G1,176.259,2.9415,54.916,13,1,0,1,4,70,1,0,0,1,17.07,79.78257791,2.636328502,258.9578951
A-298,1-bromobutane,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",MPPPKRYCTPRNTB-UHFFFAOYSA-N,CCCCBr,-2.197764187,0.086117907,2,G3,137.02,2.1814,28.702,5,0,0,1,2,32,0,0,0,0,0,41.70162498,2.190609687,11.11941548
A-300,sodium hydrogen (2S)-2-dodecanamidopentanedioate,"InChI=1S/C17H31NO5.Na/c1-2-3-4-5-6-7-8-9-10-11-15(19)18-14(17(22)23)12-13-16(20)21;/h14H,2-13H2,1H3,(H,18,19)(H,20,21)(H,22,23);/q;+1/p-1/t14-;/m0./s1",IWIUXJGIDSGWDN-UQKRIMTDSA-M,[Na+].CCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O,-3.60911048,0.554343232,2,G2,351.419,-0.9892,85.6515,24,4,2,7,15,134,0,0,0,0,106.53,166.6146205,0,362.8900644
A-301,[2-(1-propoxyethoxy)ethyl]benzene,"InChI=1S/C13H20O2/c1-3-10-14-12(2)15-11-9-13-7-5-4-6-8-13/h4-8,12H,3,9-11H2,1-2H3",FMYCPRQGKSONCP-UHFFFAOYSA-N,CCCOC(C)OCCc1ccccc1,-3.384192904,0,1,G1,208.301,3.0183,61.803,15,2,0,2,7,84,1,0,0,1,18.46,92.21308838,2.107711727,245.9726825
A-304,"6,6-dimethoxy-2,5,5-trimethylhex-2-ene","InChI=1S/C11H22O2/c1-9(2)7-8-11(3,4)10(12-5)13-6/h7,10H,8H2,1-6H3",RDHNTAXPFZIMDN-UHFFFAOYSA-N,COC(OC)C(C)(C)CC=C(C)C,-3.339761604,0,1,G1,186.295,2.9878,55.635,13,2,0,2,5,78,0,0,0,0,18.46,81.9261596,4.27253233,162.9290923
A-305,4-(1-methoxy-1-methylethyl)-1-methylcyclohexene,"InChI=1S/C11H20O/c1-9-5-7-10(8-6-9)11(2,3)12-4/h5,10H,6-8H2,1-4H3",YWJHQHJWHJRTAB-UHFFFAOYSA-N,COC(C)(C)C1CCC(=CC1)C,-3.296613578,0,1,G1,168.28,3.1578,52.186,12,1,0,1,2,70,0,0,1,1,9.23,75.80678322,2.561778865,179.443134
A-307,"cobalt(3+) ion 9-(2-carboxyphenyl)-6-(diethylamino)-N,N-diethyl-3H-xanthen-3-iminium bis(3-methyl-4-[(E)-2-(2-oxido-5-{[3-(propan-2-yloxy)propyl]sulfamoyl}phenyl)diazen-1-yl]-1-phenyl-1H-pyrazol-5-olate)","InChI=1S/C28H30N2O3.2C22H27N5O5S.Co/c1-5-29(6-2)19-13-15-23-25(17-19)33-26-18-20(30(7-3)8-4)14-16-24(26)27(23)21-11-9-10-12-22(21)28(31)32;2*1-15(2)32-13-7-12-23-33(30,31)18-10-11-20(28)19(14-18)24-25-21-16(3)26-27(22(21)29)17-8-5-4-6-9-17;/h9-18H,5-8H2,1-4H3;2*4-6,8-11,14-15,23,28-29H,7,12-13H2,1-3H3;/q;;;+3/p-3",WUVJFYRTCZOXAH-UHFFFAOYSA-K,[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,-3.235762244,0.025805925,2,G3,1445.578,12.59564,375.0533,100,21,3,28,28,528,10,0,0,10,343.2,592.3333203,2.10E-07,4439.279828
A-310,"1,4-dichloro-2-nitrobenzene",InChI=1S/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,RZKKOBGFCAHLCZ-UHFFFAOYSA-N,[O-][N+](=O)c1cc(Cl)ccc1Cl,-3.364225398,0.37524236,3,G5,192.001,2.9016,43.1164,11,2,0,5,1,58,1,0,0,1,43.14,72.6909113,3.23220887,300.6337992
A-311,"3,7-dimethylnon-6-en-1-yn-3-ol","InChI=1S/C11H18O/c1-5-10(3)8-7-9-11(4,12)6-2/h2,8,12H,5,7,9H2,1,3-4H3/b10-8+",OJXKWJPEGDDDHH-CSKARUKUSA-N,CC/C(C)=C/CCC(C)(O)C#C,-2.302767888,0,1,G1,166.264,2.5071,52.7388,12,1,1,1,4,68,0,0,0,0,20.23,75.49252828,3.791125458,193.5398772
A-314,3-(trimethoxysilyl)propyl 2-methylprop-2-enoate,"InChI=1S/C10H20O5Si/c1-9(2)10(11)15-7-6-8-16(12-3,13-4)14-5/h1,6-8H2,2-5H3",XDLMVUHYZWKMMD-UHFFFAOYSA-N,CO[Si](CCCOC(=O)C(C)=C)(OC)OC,-3.477980722,2.210895308,3,G4,248.351,1.3739,61.978,16,5,0,6,8,94,0,0,0,0,53.99,97.70080288,3.876084167,229.0992256
A-316,"4,4'-Isopropylidenediphenol, oligomeric reaction products with 1-chloro-2,3-epoxypropane, esters with acrylic acid","InChI=1S/C15H16O2.C3H5ClO.C3H4O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12;4-1-3-2-5-3;1-2-3(4)5/h3-10,16-17H,1-2H3;3H,1-2H2;2H,1H2,(H,4,5)",RYSXGWPNVZQNNB-UHFFFAOYSA-N,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.OC(=O)C=C.ClCC3CO3,-3.680444963,0.385515755,2,G3,392.879,4.3047,106.6344,27,4,3,6,4,146,2,1,1,3,90.29,164.0502393,2.98E-07,671.7421159
A-319,"1-phenyl-2,5-dihydro-1H-pyrrole-2,5-dione",InChI=1S/C10H7NO2/c12-9-6-7-10(13)11(9)8-4-2-1-3-5-8/h1-7H,HIDBROSJWZYGSZ-UHFFFAOYSA-N,O=C1C=CC(=O)N1c2ccccc2,-2.327317556,0,1,G1,173.171,1.116,48.075,13,2,0,3,1,64,1,0,1,2,37.38,75.27861526,2.381006529,363.1710361
A-320,"5-methyl-2-(4-methylphenyl)-2,3-dihydro-1H-pyrazol-3-one","InChI=1S/C11H12N2O/c1-8-3-5-10(6-4-8)13-11(14)7-9(2)12-13/h3-6H,7H2,1-2H3",IOQOLGUXWSBWHR-UHFFFAOYSA-N,Cc1ccc(cc1)N2N=C(C)CC2=O,-2.365667988,0,1,G1,188.23,2.10762,56.391,14,2,0,3,1,72,1,0,1,2,32.67,83.03709681,2.315498209,392.2534879
A-321,(4-formylphenyl)boronic acid,"InChI=1S/C7H7BO3/c9-5-6-1-3-7(4-2-6)8(10)11/h1-5,10-11H",VXWBQOJISHAKKM-UHFFFAOYSA-N,OB(O)c1ccc(C=O)cc1,-2.267384667,0,1,G1,149.942,-0.8211,41.6551,11,3,2,4,2,56,1,0,0,1,57.53,64.43893885,2.9098228,242.3675283
A-322,4-methyl-4-phenylpentan-2-one,"InChI=1S/C12H16O/c1-10(13)9-12(2,3)11-7-5-4-6-8-11/h4-8H,9H2,1-3H3",PFDVPCSDZXZDMF-UHFFFAOYSA-N,CC(=O)CC(C)(C)c1ccccc1,-2.337666283,0,1,G1,176.259,2.9433,54.766,13,1,0,1,3,70,1,0,0,1,17.07,79.78257791,2.870813134,285.2526033
A-323,pentyl propanoate,"InChI=1S/C8H16O2/c1-3-5-6-7-10-8(9)4-2/h3-7H2,1-2H3",TWSRVQVEYJNFKQ-UHFFFAOYSA-N,CCCCCOC(=O)CC,-2.250522404,0.485261202,2,G3,144.214,2.1298,40.775,10,2,0,2,5,60,0,0,0,0,26.3,62.56891316,2.961775606,89.25838097
A-324,"1-chloro-1,2,2-trifluoroethene",InChI=1S/C2ClF3/c3-1(4)2(5)6,UUAGAQFQZIEFAH-UHFFFAOYSA-N,FC(F)=C(F)Cl,-2.160954298,0.373978233,2,G3,116.469,2.2603,16.203,6,0,0,4,0,36,0,0,0,0,0,37.21446255,3.675948765,58.86238311
A-326,"Dodecan-1-ol, ethoxylated","InChI=1S/C14H30O2/c1-2-3-4-5-6-7-8-9-10-11-13-16-14-12-15/h15H,2-14H2,1H3",SFNALCNOMXIBKG-UHFFFAOYSA-N,CCCCCCCCCCCCOCCO,-1.459377408,0,1,G1,230.392,3.9162,69.7488,16,2,1,2,13,98,0,0,0,0,29.46,101.3912775,2.828262413,101.3029689
A-328,11-aminoundecanoic acid,"InChI=1S/C11H23NO2/c12-10-8-6-4-2-1-3-5-7-9-11(13)14/h1-10,12H2,(H,13,14)",GUOSQNAUYHMCRU-UHFFFAOYSA-N,NCCCCCCCCCCC(O)=O,-2.400775362,0.196373312,5,G5,201.31,2.5406,58.2432,14,2,2,3,10,84,0,0,0,0,63.32,86.68431872,2.884064615,137.2492211
A-329,"N',N'''''-hexane-1,6-diylbis[N-(4-chlorophenyl)(imidodicarbonimidic diamide)]","InChI=1S/C22H30Cl2N10/c23-15-5-9-17(10-6-15)31-21(27)33-19(25)29-13-3-1-2-4-14-30-20(26)34-22(28)32-18-11-7-16(24)8-12-18/h5-12H,1-4,13-14H2,(H5,25,27,29,31,33)(H5,26,28,30,32,34)",GHXZTYHSJHQHIJ-UHFFFAOYSA-N,NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,-2.800595088,0,1,G1,505.458,3.3366,144.841,34,2,6,12,9,182,2,0,0,2,177.58,208.785028,1.605501052,931.4857206
A-331,(5Z)-5-ethylidenebicyclo[2.2.1]hept-2-ene,"InChI=1S/C9H12/c1-2-8-5-7-3-4-9(8)6-7/h2-4,7,9H,5-6H2,1H3/b8-2+",OJOWICOBYCXEKR-KRXBUXKQSA-N,C\C=C1/CC2CC1C=C2,-3.176796415,0.476851793,2,G3,120.195,2.5287,39.111,9,0,0,0,0,48,0,1,2,2,0,56.26791957,2.289029629,174.4773318
A-332,"1,3-diethyl-1,3-diphenylurea","InChI=1S/C17H20N2O/c1-3-18(15-11-7-5-8-12-15)17(20)19(4-2)16-13-9-6-10-14-16/h5-14H,3-4H2,1-2H3",PZIMIYVOZBTARW-UHFFFAOYSA-N,CCN(C(=O)N(CC)c1ccccc1)c2ccccc2,-3.525627796,0,1,G1,268.36,4.1594,84.32,20,1,0,3,4,104,2,0,0,2,23.55,119.9943973,2.275576049,489.9311666
A-334,butyl 2-aminobenzoate,"InChI=1S/C11H15NO2/c1-2-3-8-14-11(13)9-6-4-5-7-10(9)12/h4-7H,2-3,8,12H2,1H3",HUIYGGQINIVDNW-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1N,-3.383020526,0,1,G1,193.246,2.2257,56.0449,14,3,1,3,4,76,1,0,0,1,52.32,83.87107172,2.564465699,309.9107706
A-338,benzyl 2-hydroxybenzoate,"InChI=1S/C14H12O3/c15-13-9-5-4-8-12(13)14(16)17-10-11-6-2-1-3-7-11/h1-9,15H,10H2",ZCTQGTTXIYCGGC-UHFFFAOYSA-N,Oc1ccccc1C(=O)OCc2ccccc2,-4.413922406,0,1,G1,228.247,2.7492,63.6683,17,3,1,3,3,86,2,0,0,2,46.53,99.28768264,2.012836804,505.8855888
A-339,tetrabutylstannane,"InChI=1S/4C4H9.Sn/c4*1-3-4-2;/h4*1,3-4H2,2H3;",AFCAKJKUYFLYFK-UHFFFAOYSA-N,CCCC[Sn](CCCC)(CCCC)CCCC,-4.596065772,0.980202819,2,G2,347.175,6.6356,84.614,17,0,0,1,12,104,0,0,0,0,0,114.8307352,4.391491248,116.0943933
A-342,magnesium(2+) ion dimethanolate,InChI=1S/2CH3O.Mg/c2*1-2;/h2*1H3;/q2*-1;+2,CRGZYKWWYNQGEC-UHFFFAOYSA-N,[Mg++].C[O-].C[O-],-3.994369951,2.247217478,5,G4,86.373,-2.4278,17.602,5,2,0,3,0,28,0,0,0,0,46.12,47.96838761,-1.33E-08,7.609640474
A-343,cadmium,InChI=1S/Cd/q+2,WLZRMCYVCSSEQC-UHFFFAOYSA-N,[Cd++],-4.111293422,0.288895708,2,G3,112.412,-0.0025,0,1,0,0,1,0,0,0,0,0,0,0,27.65102933,0,0
A-347,"6,8-bis(phenylamino)naphthalene-1-sulfonic acid","InChI=1S/C22H18N2O3S/c25-28(26,27)21-13-7-8-16-14-19(23-17-9-3-1-4-10-17)15-20(22(16)21)24-18-11-5-2-6-12-18/h1-15,23-24H,(H,25,26,27)",USFSONWQSVCJBO-UHFFFAOYSA-N,O[S](=O)(=O)c1cccc2cc(Nc3ccccc3)cc(Nc4ccccc4)c12,-4.672502907,0,1,G1,390.464,5.5737,113.212,28,4,3,6,5,140,4,0,0,4,78.43,162.9556164,1.900270664,1224.864054
A-348,di-tert-butyl sec-butylidene diperoxide,"InChI=1S/C12H26O4/c1-9-12(8,15-13-10(2,3)4)16-14-11(5,6)7/h9H2,1-8H3",HQOVXPHOJANJBR-UHFFFAOYSA-N,CCC(C)(OOC(C)(C)C)OOC(C)(C)C,-4.45076092,0,1,G1,234.336,3.606,62.542,16,4,0,4,5,98,0,0,0,0,36.92,99.06638584,4.21219129,182.04475
